user_id,tenant_label,match_rank,match_user_id,match_tenant_label,compatibility_score,explanation_short,explanation_long
38,Tenant_038,4,127,Tenant_127,74.29,"High compatibility driven by Cleanliness, Routine structure and Sociability.","Tenant_038 matches well with Tenant_127 (score 74.29%). The strongest alignment is in Cleanliness, Routine structure and Sociability, where their behavioural preferences are closely aligned."
38,Tenant_038,5,97,Tenant_097,73.33,"High compatibility driven by Cleanliness, Routine structure and Noise tolerance.","Tenant_038 matches well with Tenant_097 (score 73.33%). The strongest alignment is in Cleanliness, Routine structure and Noise tolerance, where their behavioural preferences are closely aligned."
39,Tenant_039,1,255,Tenant_255,85.71,"High compatibility driven by Cleanliness, Noise tolerance and Sleep schedule.","Tenant_039 matches well with Tenant_255 (score 85.71%). The strongest alignment is in Cleanliness, Noise tolerance and Sleep schedule, where their behavioural preferences are closely aligned."
39,Tenant_039,2,60,Tenant_060,80.48,"High compatibility driven by Noise tolerance, Privacy need and Routine structure.","Tenant_039 matches well with Tenant_060 (score 80.48%). The strongest alignment is in Noise tolerance, Privacy need and Routine structure, where their behavioural preferences are closely aligned."
39,Tenant_039,3,176,Tenant_176,80.0,"High compatibility driven by Noise tolerance, Privacy need and Routine structure.","Tenant_039 matches well with Tenant_176 (score 80.0%). The strongest alignment is in Noise tolerance, Privacy need and Routine structure, where their behavioural preferences are closely aligned."
39,Tenant_039,4,272,Tenant_272,77.14,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_039 matches well with Tenant_272 (score 77.14%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
39,Tenant_039,5,9,Tenant_009,76.9,"High compatibility driven by Noise tolerance, Privacy need and Routine structure.","Tenant_039 matches well with Tenant_009 (score 76.9%). The strongest alignment is in Noise tolerance, Privacy need and Routine structure, where their behavioural preferences are closely aligned."
40,Tenant_040,1,138,Tenant_138,82.62,"High compatibility driven by Cleanliness, Privacy need and Sociability.","Tenant_040 matches well with Tenant_138 (score 82.62%). The strongest alignment is in Cleanliness, Privacy need and Sociability, where their behavioural preferences are closely aligned."
40,Tenant_040,2,121,Tenant_121,81.43,"High compatibility driven by Cleanliness, Routine structure and Sociability.","Tenant_040 matches well with Tenant_121 (score 81.43%). The strongest alignment is in Cleanliness, Routine structure and Sociability, where their behavioural preferences are closely aligned."
40,Tenant_040,3,61,Tenant_061,80.48,"High compatibility driven by Cleanliness, Noise tolerance and Sleep schedule.","Tenant_040 matches well with Tenant_061 (score 80.48%). The strongest alignment is in Cleanliness, Noise tolerance and Sleep schedule, where their behavioural preferences are closely aligned."
40,Tenant_040,4,67,Tenant_067,80.48,"High compatibility driven by Cleanliness, Noise tolerance and Sleep schedule.","Tenant_040 matches well with Tenant_067 (score 80.48%). The strongest alignment is in Cleanliness, Noise tolerance and Sleep schedule, where their behavioural preferences are closely aligned."
40,Tenant_040,5,60,Tenant_060,79.52,"High compatibility driven by Cleanliness, Routine structure and Guest tolerance.","Tenant_040 matches well with Tenant_060 (score 79.52%). The strongest alignment is in Cleanliness, Routine structure and Guest tolerance, where their behavioural preferences are closely aligned."
41,Tenant_041,1,33,Tenant_033,81.67,"High compatibility driven by Cleanliness, Noise tolerance and Sleep schedule.","Tenant_041 matches well with Tenant_033 (score 81.67%). The strongest alignment is in Cleanliness, Noise tolerance and Sleep schedule, where their behavioural preferences are closely aligned."
41,Tenant_041,2,137,Tenant_137,81.43,"High compatibility driven by Cleanliness, Routine structure and Sociability.","Tenant_041 matches well with Tenant_137 (score 81.43%). The strongest alignment is in Cleanliness, Routine structure and Sociability, where their behavioural preferences are closely aligned."
41,Tenant_041,3,187,Tenant_187,81.43,"High compatibility driven by Noise tolerance, Routine structure and Guest tolerance.","Tenant_041 matches well with Tenant_187 (score 81.43%). The strongest alignment is in Noise tolerance, Routine structure and Guest tolerance, where their behavioural preferences are closely aligned."
41,Tenant_041,4,17,Tenant_017,78.81,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_041 matches well with Tenant_017 (score 78.81%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
41,Tenant_041,5,91,Tenant_091,78.1,"High compatibility driven by Noise tolerance, Routine structure and Cleanliness.","Tenant_041 matches well with Tenant_091 (score 78.1%). The strongest alignment is in Noise tolerance, Routine structure and Cleanliness, where their behavioural preferences are closely aligned."
42,Tenant_042,1,74,Tenant_074,84.52,"High compatibility driven by Privacy need, Routine structure and Guest tolerance.","Tenant_042 matches well with Tenant_074 (score 84.52%). The strongest alignment is in Privacy need, Routine structure and Guest tolerance, where their behavioural preferences are closely aligned."
42,Tenant_042,2,151,Tenant_151,80.0,"High compatibility driven by Cleanliness, Sociability and Guest tolerance.","Tenant_042 matches well with Tenant_151 (score 80.0%). The strongest alignment is in Cleanliness, Sociability and Guest tolerance, where their behavioural preferences are closely aligned."
42,Tenant_042,3,171,Tenant_171,80.0,"High compatibility driven by Cleanliness, Sleep schedule and Routine structure.","Tenant_042 matches well with Tenant_171 (score 80.0%). The strongest alignment is in Cleanliness, Sleep schedule and Routine structure, where their behavioural preferences are closely aligned."
42,Tenant_042,4,67,Tenant_067,79.05,"High compatibility driven by Noise tolerance, Sleep schedule and Privacy need.","Tenant_042 matches well with Tenant_067 (score 79.05%). The strongest alignment is in Noise tolerance, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
42,Tenant_042,5,61,Tenant_061,78.57,"High compatibility driven by Noise tolerance, Sleep schedule and Sociability.","Tenant_042 matches well with Tenant_061 (score 78.57%). The strongest alignment is in Noise tolerance, Sleep schedule and Sociability, where their behavioural preferences are closely aligned."
43,Tenant_043,1,79,Tenant_079,84.05,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_043 matches well with Tenant_079 (score 84.05%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
43,Tenant_043,2,13,Tenant_013,82.86,"High compatibility driven by Sleep schedule, Privacy need and Routine structure.","Tenant_043 matches well with Tenant_013 (score 82.86%). The strongest alignment is in Sleep schedule, Privacy need and Routine structure, where their behavioural preferences are closely aligned."
43,Tenant_043,3,158,Tenant_158,81.9,"High compatibility driven by Noise tolerance, Privacy need and Sociability.","Tenant_043 matches well with Tenant_158 (score 81.9%). The strongest alignment is in Noise tolerance, Privacy need and Sociability, where their behavioural preferences are closely aligned."
43,Tenant_043,4,17,Tenant_017,80.48,"High compatibility driven by Cleanliness, Noise tolerance and Routine structure.","Tenant_043 matches well with Tenant_017 (score 80.48%). The strongest alignment is in Cleanliness, Noise tolerance and Routine structure, where their behavioural preferences are closely aligned."
43,Tenant_043,5,52,Tenant_052,80.48,"High compatibility driven by Cleanliness, Routine structure and Sociability.","Tenant_043 matches well with Tenant_052 (score 80.48%). The strongest alignment is in Cleanliness, Routine structure and Sociability, where their behavioural preferences are closely aligned."
44,Tenant_044,1,281,Tenant_281,85.24,"High compatibility driven by Cleanliness, Noise tolerance and Sleep schedule.","Tenant_044 matches well with Tenant_281 (score 85.24%). The strongest alignment is in Cleanliness, Noise tolerance and Sleep schedule, where their behavioural preferences are closely aligned."
44,Tenant_044,2,34,Tenant_034,82.86,"High compatibility driven by Sleep schedule, Privacy need and Routine structure.","Tenant_044 matches well with Tenant_034 (score 82.86%). The strongest alignment is in Sleep schedule, Privacy need and Routine structure, where their behavioural preferences are closely aligned."
44,Tenant_044,3,180,Tenant_180,81.43,"High compatibility driven by Privacy need, Sociability and Guest tolerance.","Tenant_044 matches well with Tenant_180 (score 81.43%). The strongest alignment is in Privacy need, Sociability and Guest tolerance, where their behavioural preferences are closely aligned."
44,Tenant_044,4,184,Tenant_184,81.43,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_044 matches well with Tenant_184 (score 81.43%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
44,Tenant_044,5,65,Tenant_065,80.95,"High compatibility driven by Cleanliness, Noise tolerance and Sleep schedule.","Tenant_044 matches well with Tenant_065 (score 80.95%). The strongest alignment is in Cleanliness, Noise tolerance and Sleep schedule, where their behavioural preferences are closely aligned."
45,Tenant_045,1,76,Tenant_076,88.33,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_045 matches well with Tenant_076 (score 88.33%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
45,Tenant_045,2,271,Tenant_271,84.76,"High compatibility driven by Noise tolerance, Privacy need and Routine structure.","Tenant_045 matches well with Tenant_271 (score 84.76%). The strongest alignment is in Noise tolerance, Privacy need and Routine structure, where their behavioural preferences are closely aligned."
45,Tenant_045,3,164,Tenant_164,81.19,"High compatibility driven by Noise tolerance, Sleep schedule and Guest tolerance.","Tenant_045 matches well with Tenant_164 (score 81.19%). The strongest alignment is in Noise tolerance, Sleep schedule and Guest tolerance, where their behavioural preferences are closely aligned."
45,Tenant_045,4,16,Tenant_016,78.81,"High compatibility driven by Cleanliness, Noise tolerance and Privacy need.","Tenant_045 matches well with Tenant_016 (score 78.81%). The strongest alignment is in Cleanliness, Noise tolerance and Privacy need, where their behavioural preferences are closely aligned."
45,Tenant_045,5,243,Tenant_243,78.81,"High compatibility driven by Noise tolerance, Privacy need and Sociability.","Tenant_045 matches well with Tenant_243 (score 78.81%). The strongest alignment is in Noise tolerance, Privacy need and Sociability, where their behavioural preferences are closely aligned."
46,Tenant_046,1,100,Tenant_100,87.14,"High compatibility driven by Cleanliness, Noise tolerance and Sleep schedule.","Tenant_046 matches well with Tenant_100 (score 87.14%). The strongest alignment is in Cleanliness, Noise tolerance and Sleep schedule, where their behavioural preferences are closely aligned."
46,Tenant_046,2,272,Tenant_272,85.48,"High compatibility driven by Cleanliness, Noise tolerance and Privacy need.","Tenant_046 matches well with Tenant_272 (score 85.48%). The strongest alignment is in Cleanliness, Noise tolerance and Privacy need, where their behavioural preferences are closely aligned."
46,Tenant_046,3,119,Tenant_119,83.81,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_046 matches well with Tenant_119 (score 83.81%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
46,Tenant_046,4,12,Tenant_012,82.86,"High compatibility driven by Routine structure, Guest tolerance and Noise tolerance.","Tenant_046 matches well with Tenant_012 (score 82.86%). The strongest alignment is in Routine structure, Guest tolerance and Noise tolerance, where their behavioural preferences are closely aligned."
46,Tenant_046,5,283,Tenant_283,81.9,"High compatibility driven by Cleanliness, Guest tolerance and Noise tolerance.","Tenant_046 matches well with Tenant_283 (score 81.9%). The strongest alignment is in Cleanliness, Guest tolerance and Noise tolerance, where their behavioural preferences are closely aligned."
47,Tenant_047,1,231,Tenant_231,87.38,"High compatibility driven by Cleanliness, Routine structure and Sociability.","Tenant_047 matches well with Tenant_231 (score 87.38%). The strongest alignment is in Cleanliness, Routine structure and Sociability, where their behavioural preferences are closely aligned."
47,Tenant_047,2,6,Tenant_006,85.95,"High compatibility driven by Cleanliness, Sleep schedule and Routine structure.","Tenant_047 matches well with Tenant_006 (score 85.95%). The strongest alignment is in Cleanliness, Sleep schedule and Routine structure, where their behavioural preferences are closely aligned."
47,Tenant_047,3,281,Tenant_281,85.48,"High compatibility driven by Cleanliness, Privacy need and Routine structure.","Tenant_047 matches well with Tenant_281 (score 85.48%). The strongest alignment is in Cleanliness, Privacy need and Routine structure, where their behavioural preferences are closely aligned."
47,Tenant_047,4,166,Tenant_166,82.86,"High compatibility driven by Cleanliness, Privacy need and Guest tolerance.","Tenant_047 matches well with Tenant_166 (score 82.86%). The strongest alignment is in Cleanliness, Privacy need and Guest tolerance, where their behavioural preferences are closely aligned."
47,Tenant_047,5,289,Tenant_289,82.62,"High compatibility driven by Privacy need, Routine structure and Guest tolerance.","Tenant_047 matches well with Tenant_289 (score 82.62%). The strongest alignment is in Privacy need, Routine structure and Guest tolerance, where their behavioural preferences are closely aligned."
48,Tenant_048,1,199,Tenant_199,83.1,"High compatibility driven by Cleanliness, Noise tolerance and Privacy need.","Tenant_048 matches well with Tenant_199 (score 83.1%). The strongest alignment is in Cleanliness, Noise tolerance and Privacy need, where their behavioural preferences are closely aligned."
48,Tenant_048,2,210,Tenant_210,83.1,"High compatibility driven by Noise tolerance, Sleep schedule and Cleanliness.","Tenant_048 matches well with Tenant_210 (score 83.1%). The strongest alignment is in Noise tolerance, Sleep schedule and Cleanliness, where their behavioural preferences are closely aligned."
48,Tenant_048,3,252,Tenant_252,82.86,"High compatibility driven by Sleep schedule, Privacy need and Sociability.","Tenant_048 matches well with Tenant_252 (score 82.86%). The strongest alignment is in Sleep schedule, Privacy need and Sociability, where their behavioural preferences are closely aligned."
48,Tenant_048,4,290,Tenant_290,80.0,"High compatibility driven by Noise tolerance, Routine structure and Sociability.","Tenant_048 matches well with Tenant_290 (score 80.0%). The strongest alignment is in Noise tolerance, Routine structure and Sociability, where their behavioural preferences are closely aligned."
48,Tenant_048,5,91,Tenant_091,79.76,"High compatibility driven by Noise tolerance, Sleep schedule and Sociability.","Tenant_048 matches well with Tenant_091 (score 79.76%). The strongest alignment is in Noise tolerance, Sleep schedule and Sociability, where their behavioural preferences are closely aligned."
49,Tenant_049,1,117,Tenant_117,81.9,"High compatibility driven by Cleanliness, Noise tolerance and Privacy need.","Tenant_049 matches well with Tenant_117 (score 81.9%). The strongest alignment is in Cleanliness, Noise tolerance and Privacy need, where their behavioural preferences are closely aligned."
49,Tenant_049,2,160,Tenant_160,79.76,"High compatibility driven by Privacy need, Routine structure and Cleanliness.","Tenant_049 matches well with Tenant_160 (score 79.76%). The strongest alignment is in Privacy need, Routine structure and Cleanliness, where their behavioural preferences are closely aligned."
49,Tenant_049,3,206,Tenant_206,79.76,"High compatibility driven by Privacy need, Routine structure and Cleanliness.","Tenant_049 matches well with Tenant_206 (score 79.76%). The strongest alignment is in Privacy need, Routine structure and Cleanliness, where their behavioural preferences are closely aligned."
49,Tenant_049,4,260,Tenant_260,78.57,"High compatibility driven by Cleanliness, Privacy need and Routine structure.","Tenant_049 matches well with Tenant_260 (score 78.57%). The strongest alignment is in Cleanliness, Privacy need and Routine structure, where their behavioural preferences are closely aligned."
49,Tenant_049,5,233,Tenant_233,76.67,"High compatibility driven by Noise tolerance, Routine structure and Sociability.","Tenant_049 matches well with Tenant_233 (score 76.67%). The strongest alignment is in Noise tolerance, Routine structure and Sociability, where their behavioural preferences are closely aligned."
50,Tenant_050,1,254,Tenant_254,85.71,"High compatibility driven by Noise tolerance, Sleep schedule and Routine structure.","Tenant_050 matches well with Tenant_254 (score 85.71%). The strongest alignment is in Noise tolerance, Sleep schedule and Routine structure, where their behavioural preferences are closely aligned."
50,Tenant_050,2,296,Tenant_296,81.19,"High compatibility driven by Noise tolerance, Routine structure and Sociability.","Tenant_050 matches well with Tenant_296 (score 81.19%). The strongest alignment is in Noise tolerance, Routine structure and Sociability, where their behavioural preferences are closely aligned."
50,Tenant_050,3,170,Tenant_170,80.71,"High compatibility driven by Cleanliness, Privacy need and Routine structure.","Tenant_050 matches well with Tenant_170 (score 80.71%). The strongest alignment is in Cleanliness, Privacy need and Routine structure, where their behavioural preferences are closely aligned."
50,Tenant_050,4,96,Tenant_096,79.76,"High compatibility driven by Noise tolerance, Sleep schedule and Privacy need.","Tenant_050 matches well with Tenant_096 (score 79.76%). The strongest alignment is in Noise tolerance, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
50,Tenant_050,5,99,Tenant_099,79.29,"High compatibility driven by Sleep schedule, Privacy need and Sociability.","Tenant_050 matches well with Tenant_099 (score 79.29%). The strongest alignment is in Sleep schedule, Privacy need and Sociability, where their behavioural preferences are closely aligned."
51,Tenant_051,1,75,Tenant_075,84.05,"High compatibility driven by Routine structure, Sociability and Cleanliness.","Tenant_051 matches well with Tenant_075 (score 84.05%). The strongest alignment is in Routine structure, Sociability and Cleanliness, where their behavioural preferences are closely aligned."
51,Tenant_051,2,175,Tenant_175,84.05,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_051 matches well with Tenant_175 (score 84.05%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
51,Tenant_051,3,212,Tenant_212,83.1,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_051 matches well with Tenant_212 (score 83.1%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
51,Tenant_051,4,15,Tenant_015,82.14,"High compatibility driven by Cleanliness, Noise tolerance and Routine structure.","Tenant_051 matches well with Tenant_015 (score 82.14%). The strongest alignment is in Cleanliness, Noise tolerance and Routine structure, where their behavioural preferences are closely aligned."
51,Tenant_051,5,103,Tenant_103,80.0,"High compatibility driven by Cleanliness, Sleep schedule and Routine structure.","Tenant_051 matches well with Tenant_103 (score 80.0%). The strongest alignment is in Cleanliness, Sleep schedule and Routine structure, where their behavioural preferences are closely aligned."
52,Tenant_052,1,253,Tenant_253,87.62,"High compatibility driven by Cleanliness, Noise tolerance and Privacy need.","Tenant_052 matches well with Tenant_253 (score 87.62%). The strongest alignment is in Cleanliness, Noise tolerance and Privacy need, where their behavioural preferences are closely aligned."
52,Tenant_052,2,233,Tenant_233,84.29,"High compatibility driven by Cleanliness, Noise tolerance and Sleep schedule.","Tenant_052 matches well with Tenant_233 (score 84.29%). The strongest alignment is in Cleanliness, Noise tolerance and Sleep schedule, where their behavioural preferences are closely aligned."
52,Tenant_052,3,143,Tenant_143,83.1,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_052 matches well with Tenant_143 (score 83.1%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
52,Tenant_052,4,29,Tenant_029,82.86,"High compatibility driven by Cleanliness, Noise tolerance and Privacy need.","Tenant_052 matches well with Tenant_029 (score 82.86%). The strongest alignment is in Cleanliness, Noise tolerance and Privacy need, where their behavioural preferences are closely aligned."
52,Tenant_052,5,217,Tenant_217,81.9,"High compatibility driven by Cleanliness, Noise tolerance and Sociability.","Tenant_052 matches well with Tenant_217 (score 81.9%). The strongest alignment is in Cleanliness, Noise tolerance and Sociability, where their behavioural preferences are closely aligned."
53,Tenant_053,1,250,Tenant_250,85.0,"High compatibility driven by Sleep schedule, Privacy need and Routine structure.","Tenant_053 matches well with Tenant_250 (score 85.0%). The strongest alignment is in Sleep schedule, Privacy need and Routine structure, where their behavioural preferences are closely aligned."
53,Tenant_053,2,217,Tenant_217,84.76,"High compatibility driven by Cleanliness, Privacy need and Routine structure.","Tenant_053 matches well with Tenant_217 (score 84.76%). The strongest alignment is in Cleanliness, Privacy need and Routine structure, where their behavioural preferences are closely aligned."
53,Tenant_053,3,94,Tenant_094,81.43,"High compatibility driven by Noise tolerance, Sociability and Cleanliness.","Tenant_053 matches well with Tenant_094 (score 81.43%). The strongest alignment is in Noise tolerance, Sociability and Cleanliness, where their behavioural preferences are closely aligned."
53,Tenant_053,4,196,Tenant_196,79.76,"High compatibility driven by Noise tolerance, Guest tolerance and Cleanliness.","Tenant_053 matches well with Tenant_196 (score 79.76%). The strongest alignment is in Noise tolerance, Guest tolerance and Cleanliness, where their behavioural preferences are closely aligned."
53,Tenant_053,5,233,Tenant_233,78.57,"High compatibility driven by Cleanliness, Guest tolerance and Noise tolerance.","Tenant_053 matches well with Tenant_233 (score 78.57%). The strongest alignment is in Cleanliness, Guest tolerance and Noise tolerance, where their behavioural preferences are closely aligned."
54,Tenant_054,1,57,Tenant_057,82.86,"High compatibility driven by Noise tolerance, Routine structure and Sociability.","Tenant_054 matches well with Tenant_057 (score 82.86%). The strongest alignment is in Noise tolerance, Routine structure and Sociability, where their behavioural preferences are closely aligned."
54,Tenant_054,2,23,Tenant_023,80.71,"High compatibility driven by Routine structure, Sociability and Cleanliness.","Tenant_054 matches well with Tenant_023 (score 80.71%). The strongest alignment is in Routine structure, Sociability and Cleanliness, where their behavioural preferences are closely aligned."
54,Tenant_054,3,129,Tenant_129,79.76,"High compatibility driven by Cleanliness, Privacy need and Noise tolerance.","Tenant_054 matches well with Tenant_129 (score 79.76%). The strongest alignment is in Cleanliness, Privacy need and Noise tolerance, where their behavioural preferences are closely aligned."
54,Tenant_054,4,267,Tenant_267,77.62,"High compatibility driven by Routine structure, Guest tolerance and Cleanliness.","Tenant_054 matches well with Tenant_267 (score 77.62%). The strongest alignment is in Routine structure, Guest tolerance and Cleanliness, where their behavioural preferences are closely aligned."
54,Tenant_054,5,61,Tenant_061,77.14,"High compatibility driven by Noise tolerance, Sleep schedule and Privacy need.","Tenant_054 matches well with Tenant_061 (score 77.14%). The strongest alignment is in Noise tolerance, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
55,Tenant_055,1,29,Tenant_029,87.38,"High compatibility driven by Noise tolerance, Privacy need and Routine structure.","Tenant_055 matches well with Tenant_029 (score 87.38%). The strongest alignment is in Noise tolerance, Privacy need and Routine structure, where their behavioural preferences are closely aligned."
55,Tenant_055,2,87,Tenant_087,84.29,"High compatibility driven by Noise tolerance, Sleep schedule and Privacy need.","Tenant_055 matches well with Tenant_087 (score 84.29%). The strongest alignment is in Noise tolerance, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
55,Tenant_055,3,112,Tenant_112,79.52,"High compatibility driven by Cleanliness, Noise tolerance and Sleep schedule.","Tenant_055 matches well with Tenant_112 (score 79.52%). The strongest alignment is in Cleanliness, Noise tolerance and Sleep schedule, where their behavioural preferences are closely aligned."
55,Tenant_055,4,91,Tenant_091,78.57,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_055 matches well with Tenant_091 (score 78.57%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
55,Tenant_055,5,107,Tenant_107,78.57,"High compatibility driven by Cleanliness, Sleep schedule and Sociability.","Tenant_055 matches well with Tenant_107 (score 78.57%). The strongest alignment is in Cleanliness, Sleep schedule and Sociability, where their behavioural preferences are closely aligned."
56,Tenant_056,1,172,Tenant_172,84.05,"High compatibility driven by Cleanliness, Sleep schedule and Guest tolerance.","Tenant_056 matches well with Tenant_172 (score 84.05%). The strongest alignment is in Cleanliness, Sleep schedule and Guest tolerance, where their behavioural preferences are closely aligned."
56,Tenant_056,2,237,Tenant_237,81.43,"High compatibility driven by Cleanliness, Noise tolerance and Privacy need.","Tenant_056 matches well with Tenant_237 (score 81.43%). The strongest alignment is in Cleanliness, Noise tolerance and Privacy need, where their behavioural preferences are closely aligned."
56,Tenant_056,3,105,Tenant_105,78.57,"High compatibility driven by Cleanliness, Sleep schedule and Sociability.","Tenant_056 matches well with Tenant_105 (score 78.57%). The strongest alignment is in Cleanliness, Sleep schedule and Sociability, where their behavioural preferences are closely aligned."
56,Tenant_056,4,12,Tenant_012,75.95,"High compatibility driven by Noise tolerance, Sleep schedule and Privacy need.","Tenant_056 matches well with Tenant_012 (score 75.95%). The strongest alignment is in Noise tolerance, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
56,Tenant_056,5,243,Tenant_243,75.24,"High compatibility driven by Cleanliness, Sleep schedule and Routine structure.","Tenant_056 matches well with Tenant_243 (score 75.24%). The strongest alignment is in Cleanliness, Sleep schedule and Routine structure, where their behavioural preferences are closely aligned."
57,Tenant_057,1,35,Tenant_035,86.19,"High compatibility driven by Noise tolerance, Sleep schedule and Privacy need.","Tenant_057 matches well with Tenant_035 (score 86.19%). The strongest alignment is in Noise tolerance, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
57,Tenant_057,2,218,Tenant_218,85.71,"High compatibility driven by Cleanliness, Sleep schedule and Routine structure.","Tenant_057 matches well with Tenant_218 (score 85.71%). The strongest alignment is in Cleanliness, Sleep schedule and Routine structure, where their behavioural preferences are closely aligned."
57,Tenant_057,3,223,Tenant_223,85.0,"High compatibility driven by Noise tolerance, Privacy need and Routine structure.","Tenant_057 matches well with Tenant_223 (score 85.0%). The strongest alignment is in Noise tolerance, Privacy need and Routine structure, where their behavioural preferences are closely aligned."
57,Tenant_057,4,299,Tenant_299,83.33,"High compatibility driven by Cleanliness, Sleep schedule and Privacy need.","Tenant_057 matches well with Tenant_299 (score 83.33%). The strongest alignment is in Cleanliness, Sleep schedule and Privacy need, where their behavioural preferences are closely aligned."
57,Tenant_057,5,54,Tenant_054,82.86,"High compatibility driven by Noise tolerance, Routine structure and Sociability.","Tenant_057 matches well with Tenant_054 (score 82.86%). The strongest alignment is in Noise tolerance, Routine structure and Sociability, where their behavioural preferences are closely aligned."
58,Tenant_058,1,177,Tenant_177,82.38,"High compatibility driven by Sleep schedule, Routine structure and Guest tolerance.","Tenant_058 matches well with Tenant_177 (score 82.38%). The strongest alignment is in Sleep schedule, Routine structure and Guest tolerance, where their behavioural preferences are closely aligned."
58,Tenant_058,2,135,Tenant_135,82.14,"High compatibility driven by Privacy need, Guest tolerance and Cleanliness.","Tenant_058 matches well with Tenant_135 (score 82.14%). The strongest alignment is in Privacy need, Guest tolerance and Cleanliness, where their behavioural preferences are closely aligned."
58,Tenant_058,3,225,Tenant_225,79.52,"High compatibility driven by Noise tolerance, Routine structure and Cleanliness.","Tenant_058 matches well with Tenant_225 (score 79.52%). The strongest alignment is in Noise tolerance, Routine structure and Cleanliness, where their behavioural preferences are closely aligned."
58,Tenant_058,4,227,Tenant_227,78.81,"High compatibility driven by Cleanliness, Noise tolerance and Sleep schedule.","Tenant_058 matches well with Tenant_227 (score 78.81%). The strongest alignment is in Cleanliness, Noise tolerance and Sleep schedule, where their behavioural preferences are closely aligned."
58,Tenant_058,5,143,Tenant_143,78.57,"High compatibility driven by Sleep schedule, Privacy need and Sociability.","Tenant_058 matches well with Tenant_143 (score 78.57%). The strongest alignment is in Sleep schedule, Privacy need and Sociability, where their behavioural preferences are closely aligned."
59,Tenant_059,1,126,Tenant_126,85.24,"High compatibility driven by Cleanliness, Sleep schedule and Sociability.","Tenant_059 matches well with Tenant_126 (score 85.24%). The strongest alignment is in Cleanliness, Sleep schedule and Sociability, where their behavioural preferences are closely aligned."
59,Tenant_059,2,11,Tenant_011,81.9,"High compatibility driven by Cleanliness, Noise tolerance and Sleep schedule.","Tenant_059 matches well with Tenant_011 (score 81.9%). The strongest alignment is in Cleanliness, Noise tolerance and Sleep schedule, where their behavioural preferences are closely aligned."
59,Tenant_059,3,5,Tenant_005,80.48,"High compatibility driven by Privacy need, Sociability and Guest tolerance.","Tenant_059 matches well with Tenant_005 (score 80.48%). The strongest alignment is in Privacy need, Sociability and Guest tolerance, where their behavioural preferences are closely aligned."
59,Tenant_059,4,143,Tenant_143,78.81,"High compatibility driven by Cleanliness, Routine structure and Guest tolerance.","Tenant_059 matches well with Tenant_143 (score 78.81%). The strongest alignment is in Cleanliness, Routine structure and Guest tolerance, where their behavioural preferences are closely aligned."
59,Tenant_059,5,200,Tenant_200,77.86,"High compatibility driven by Cleanliness, Noise tolerance and Privacy need.","Tenant_059 matches well with Tenant_200 (score 77.86%). The strongest alignment is in Cleanliness, Noise tolerance and Privacy need, where their behavioural preferences are closely aligned."
60,Tenant_060,1,9,Tenant_009,83.1,"High compatibility driven by Noise tolerance, Privacy need and Routine structure.","Tenant_060 matches well with Tenant_009 (score 83.1%). The strongest alignment is in Noise tolerance, Privacy need and Routine structure, where their behavioural preferences are closely aligned."
60,Tenant_060,2,98,Tenant_098,82.38,"High compatibility driven by Cleanliness, Privacy need and Routine structure.","Tenant_060 matches well with Tenant_098 (score 82.38%). The strongest alignment is in Cleanliness, Privacy need and Routine structure, where their behavioural preferences are closely aligned."
